PERID,GENDER,COUNTRY_OF_BIRTH,NATIONALITY,AGE,AGE_GROUPING,MARITAL_STATUS,RANK_GRADE,RANK_GROUPING,YEARS_IN_GRADE,EMPLOYEE_GROUP,PARENT_SERVICE,SERVICE_SUB_AREA,SERVICE_TYPE,YEARS_OF_SERVICE,VOC,UNIT,NO_OF_KIDS,MIN_CHILD_AGE,AVE_CHILD_AGE,HSP_ESTABLISHMENT,HSP_CERTIFICATE,HSP_CERT_RANK,HSP_CERT_DESC,UPGRADED_LAST_3_YRS,UPGRADED_CERT_3_YRS,UPGRADED_CERT_DESC_3_YRS,MARRIED_WITHIN_2_YEARS,DIVORCE_WITHIN_2_YEARS,DIVORCE_REMARRIED_WITHIN_2_YEARS,PROMO_LAST_5_YRS,PROMO_LAST_4_YRS,PROMO_LAST_3_YRS,PROMO_LAST_2_YRS,PROMO_LAST_1_YR,UNIT_CHG_LAST_3_YRS,UNIT_CHG_LAST_2_YRS,UNIT_CHG_LAST_1_YR,AWARDS_RECEIVED,HOUSING_TYPE,HOUSING_GROUP,HOUSING_RANK,PREV_HOUSING_TYPE,MOVE_HOUSE_T_2,HOUSE_UPG_DGRD,IPPT_SCORE,PES_SCORE,HOMETOWORKDIST,SVC_INJURY_TYPE,TOT_PERC_INC_LAST_1_YR,BAS_PERC_INC_LAST_1_YR
10009289,Male,China,Singaporean,26,25 to 30,Single,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE F,SERVICE B,MDES,6.583333333,VOCATION 12,UNIT 260,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,NO,0,4-ROOM,PUBLIC,4,4-ROOM,YES,0,2,5,9.96,0,6.31569299,17.54761757
10009290,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 4,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,2.75,VOCATION 122,UNIT 81,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,NO,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,17.23960153,0,3.098257324,2.888612897
10009291,Male,Hong Kong,Singaporean,26,25 to 30,Marr.,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE F,SERVICE B,MDES,5.166666667,VOCATION 12,UNIT 260,0,0,0,Diploma,Diploma,6,DIPLOMA IN AERONAUTICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,NO,2,4-ROOM,PUBLIC,4,4-ROOM,YES,0,3,5,19.93,0,-8.105432307,14.14291309
10009295,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES-CS,5.083333333,VOCATION 236,UNIT 172,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,3-ROOM,PUBLIC,3,NONE,NO,0,3,4,19.24,0,6.372584101,13.94448414
10009296,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,6.583333333,VOCATION 157,UNIT 5,0,0,0,Diploma,Diploma,6,DIPLOMA IN COMPUTER ENGINEERING(MERIT),NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,NO,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,3,4,20.97,0,9.620352865,18.46598456
10009300,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 4,JUNIOR WOSE,2,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,Premium Plan 1,5.083333333,VOCATION 75,UNIT 140,0,0,0,Technical Education,NTC2/NITEC,5,NATIONAL ITE CERTIFICATE IN MECHANICAL TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,2,1,1,0,0,NO,NO,NO,1,3-ROOM,PUBLIC,3,NONE,NO,0,0,3,22.18,0,-5.293650263,-18.87529246
10009310,Male,China,Singaporean,27,25 to 30,Single,RANK 23,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,6.416666667,VOCATION 234,UNIT 376,0,0,0,University,Honours Degree,9,BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING)(SECOND CLASS HONOURS (UPPER)),YES,Honours Degree,BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING)(SECOND CLASS HONOURS (UPPER)),NO,NO,NO,0,0,0,0,0,YES,YES,NO,1,4-ROOM,PUBLIC,4,4-ROOM,YES,0,3,4,19,0,46.43287866,32.476006
10009311,Male,Singapore,Singaporean,38,36 to 40,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,19.41666667,VOCATION 236,UNIT 45,2,7,9,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,YES,2,3-ROOM,PUBLIC,3,NONE,NO,0,2,5,34.83,0,-16.71746826,6.839905226
10009312,Male,Singapore,Singaporean,36,36 to 40,Marr.,RANK 17,MIDDLE OFFICER,2,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,18.58333333,VOCATION 44,UNIT 215,2,3,5,University,Master,10,MASTER OF BUSINESS ADMINISTRATION,YES,Master,MBA(STRATEGY),NO,NO,NO,1,1,1,0,0,YES,YES,NO,4,PRIVATE NON-LANDED,PRIVATE,7,4-ROOM,YES,3,3,5,8.6,0,-15.59496128,12.73468257
10009313,Male,Singapore,Singaporean,36,36 to 40,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,17.5,VOCATION 236,UNIT 264,0,0,0,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,5,37.69,0,-18.44498176,10.65928248
10009317,Male,Singapore,Singaporean,38,36 to 40,Marr.,RANK 17,MIDDLE OFFICER,4,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,SAVER-EOS,19.25,VOCATION 44,UNIT 185,2,10,10.5,University,Honours Degree,9,BACHELOR OF ARTS (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,NO,3,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,3,5,24.98,0,27.63125915,12.87179203
10009318,Male,Singapore,Singaporean,37,36 to 40,Marr.,RANK 18,MIDDLE OFFICER,5,MILITARY REGULARS,SERVICE E,SERVICE B,SAVER-EOS,17.16666667,VOCATION 80,UNIT 207,1,5,5,University,Master,10,MASTER OF SCIENCE IN COMPUTER SCIENCE,YES,Master,MASTER OF SCIENCE (DEFENCE TECHNOLOGY AND SYSTEMS),NO,NO,NO,0,0,0,0,0,YES,YES,YES,1,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,5,21,0,-17.78075025,13.69239368
10009320,Male,Singapore,Singaporean,39,36 to 40,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,19.33333333,VOCATION 154,UNIT 293,1,6,6,Diploma,Diploma,6,DIPLOMA IN MANUFACTURING ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,YES,1,4-ROOM,PUBLIC,4,NONE,NO,0,1,5,7.33,0,-13.08846156,7.119213357
10009321,Male,Singapore,Singaporean,36,36 to 40,Marr.,RANK 5,MIDDLE WOSE,2,MILITARY REGULARS,SERVICE B,SERVICE B,PP-EWOS,18.41666667,VOCATION 6,UNIT 273,1,1,1,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,2,2,1,0,0,YES,YES,YES,1,LANDED,PRIVATE,8,EXECUTIVE,YES,2,2,4,11.55,0,-28.12667471,-23.15879389
10009328,Male,Singapore,Singaporean,36,36 to 40,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,16.33333333,VOCATION 12,UNIT 124,2,3,5.5,Technical Education,ITC/Higher NITEC,5,INDUSTRIAL TECHNICIAN CERTIFICATE IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,3,EXECUTIVE,PUBLIC,6,5-ROOM,YES,1,2,5,12.67,0,-33.64508161,9.449297379
10009333,Male,Singapore,Singaporean,25,25 and Below,Single,RANK 19,JUNIOR ME,0,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,MDES,5.166666667,VOCATION 31,UNIT 239,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL AND COMPUTER CONTROL ENGINEERING,NO,NONE,NONE,NO,NO,NO,3,2,1,1,0,YES,YES,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,5,3.74,0,0,0
10009335,Male,Singapore,Singaporean,29,25 to 30,Marr.,RANK 12,MIDDLE OFFICER,4,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,SAVER-EOS,9.333333333,VOCATION 203,UNIT 359,0,0,0,University,Honours Degree,9,BACHELOR OF BUSINESS ADMINISTRATION (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,YES,NO,NO,2,0,0,0,0,YES,YES,YES,1,3-ROOM,PUBLIC,3,NONE,NO,0,2,4,23.27,1,-12.99704284,11.82945395
10009336,Male,Singapore,Singaporean,26,25 to 30,Marr.,RANK 1,JUNIOR WOSE,1,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,PP-EWOS,7.583333333,VOCATION 273,UNIT 241,0,0,0,Technical Education,NTC2/NITEC,5,ELECTRONICS(COMPUTER TECHNOLOGY),NO,NONE,NONE,NO,NO,NO,3,3,2,1,0,YES,YES,YES,0,4-ROOM,PUBLIC,4,2-ROOM,YES,2,0,3,31.89,0,-9.763505963,-16.096209
10009338,Male,Singapore,Singaporean,29,25 to 30,Marr.,RANK 12,MIDDLE OFFICER,4,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,8.666666667,VOCATION 44,UNIT 84,0,0,0,University,Honours Degree,9,BACHELOR OF BUSINESS MANAGEMENT (HIGH MERIT),NO,NONE,NONE,YES,NO,NO,1,0,0,0,0,YES,NO,NO,2,4-ROOM,PUBLIC,4,3-ROOM,YES,1,2,4,25.68,0,-22.02724448,8.536756249
10009342,Male,Singapore,Singaporean,28,25 to 30,Single,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,6.166666667,VOCATION 12,UNIT 114,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC AND TELECOMMUNICATION ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,2,4-ROOM,PUBLIC,4,NONE,NO,0,1,4,15.64,0,18.85055533,7.896736533
10009343,Male,Singapore,Singaporean,27,25 to 30,Single,RANK 19,JUNIOR ME,1,NATIONAL SERVICEMEN,SERVICE C,SERVICE C,MDES,7.083333333,VOCATION 154,UNIT 219,0,0,0,Diploma,Diploma,6,DIPLOMA IN INFORMATION TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,17.23960153,0,0,0
10009349,Male,Singapore,Singaporean,31,31 to 35,Marr.,RANK 30,MIDDLE WOSE,2,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,10.16666667,VOCATION 289,UNIT 420,2,1,2,Diploma,Diploma,6,DIPLOMA IN LOGISTICS MANAGEMENT,NO,NONE,NONE,NO,NO,NO,2,1,1,0,0,YES,YES,YES,2,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,17.23960153,0,-33.44498601,-17.26291438
10009355,Male,Singapore,Singaporean,29,25 to 30,Marr.,RANK 39,MIDDLE WOSE,1,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,PP-EWOS,11.91666667,VOCATION 66,UNIT 315,0,0,0,Technical Education,NTC2/NITEC,5,ELECTRONICS(COMPUTER TECHNOLOGY),NO,NONE,NONE,YES,NO,NO,1,1,1,1,0,YES,YES,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,0,5,17.23960153,0,-20.90835131,-15.31863749
10009357,Male,Singapore,Singaporean,28,25 to 30,Single,RANK 16,JUNIOR OFFICER,7,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,SAVER,9.416666667,VOCATION 77,UNIT 52,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,1,EXECUTIVE,PUBLIC,6,NONE,NO,0,0,4,28.3,0,14.40570851,8.036579727
10009360,Male,Singapore,Singaporean,25,25 and Below,Single,RANK 4,JUNIOR WOSE,2,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,Premium Plan 1,8.083333333,VOCATION 87,UNIT 380,0,0,0,Diploma,Diploma,6,DIPLOMA IN INTELLIGENT BUILDING TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,2,1,1,0,0,YES,YES,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,0,4,12.69,0,0,0
10009362,Male,Singapore,Singaporean,29,25 to 30,Marr.,RANK 12,MIDDLE OFFICER,4,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,10.58333333,VOCATION 78,UNIT 157,0,0,0,University,Honours Degree,9,BACHELOR OF ENGINEERING (CHEMICAL ENGINEERING) (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,YES,NO,NO,1,0,0,0,0,YES,YES,YES,2,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,9.53,0,-1.626587398,11.16499679
10009368,Male,Singapore,Singaporean,28,25 to 30,Single,RANK 12,MIDDLE OFFICER,2,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,7.666666667,VOCATION 127,UNIT 120,0,0,0,University,Pass Degree,8,BACHELOR OF SCIENCE IN MARKETING (PASS WITH MERIT),YES,Pass Degree,BACHELOR OF SCIENCE IN MARKETING (PASS WITH MERIT),NO,NO,NO,1,1,1,0,0,YES,YES,YES,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,6.2,0,-33.80389965,13.76824449
10009373,Male,Singapore,Singaporean,28,25 to 30,Single,RANK 12,MIDDLE OFFICER,2,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,7.166666667,VOCATION 127,UNIT 88,0,0,0,University,Pass Degree,8,BACHELOR OF SCIENCE (INFORMATION SYSTEMS MANAGEMENT),YES,Pass Degree,BACHELOR OF SCIENCE (INFORMATION SYSTEMS MANAGEMENT),NO,NO,NO,1,1,1,0,0,YES,NO,NO,1,3-ROOM,PUBLIC,3,NONE,NO,0,2,5,17.72,0,17.95731378,15
10009374,Male,Singapore,Singaporean,28,25 to 30,Marr.,RANK 21,JUNIOR ME,2,MILITARY REGULARS,SERVICE B,SERVICE A,MDES,11.33333333,VOCATION 236,UNIT 20,2,3,4,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,2,1,1,0,0,YES,YES,NO,1,3-ROOM,PUBLIC,3,3-ROOM,YES,0,2,4,11.79,0,-11.67328958,10.37522816
10009378,Male,Singapore,Singaporean,28,25 to 30,Single,RANK 21,JUNIOR ME,1,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,MDES,8.666666667,VOCATION 18,UNIT 91,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009379,Male,Singapore,Singaporean,27,25 to 30,Marr.,RANK 23,MIDDLE ME,1,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,MDES,9.333333333,VOCATION 234,UNIT 416,0,0,0,University,Honours Degree,9,BACHELOR OF ENGINEERING (COMPUTER ENGINEERING) (SECOND CLASS HONOURS (LOWER DIVISION)),NO,NONE,NONE,YES,NO,NO,2,1,0,0,0,NO,NO,NO,1,LANDED,PRIVATE,8,NONE,NO,0,2,5,38.04,0,0,0
10009380,Male,Singapore,Singaporean,30,25 to 30,Single,RANK 19,JUNIOR ME,3,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,MDES,9.833333333,VOCATION 12,UNIT 20,0,0,0,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,3-ROOM,PUBLIC,3,NONE,NO,0,1,3,21.14,0,-13.00175403,7.576817668
10009382,Male,Singapore,Singaporean,32,31 to 35,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,15.83333333,VOCATION 236,UNIT 343,0,0,0,Technical Education,NTC2/NITEC,5,ELECTRONICS(COMPUTER TECHNOLOGY),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,35.28,1,-7.830123278,8.341476534
10009385,Male,Singapore,Singaporean,32,31 to 35,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,11.08333333,VOCATION 12,UNIT 115,1,4,4,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,1,5,23.11,0,-2.599516547,7.956495486
10009387,Male,Singapore,Singaporean,32,31 to 35,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,15.33333333,VOCATION 236,UNIT 392,2,0,2.5,Technical Education,ITC/Higher NITEC,5,ELECTRONICS ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,2,5-ROOM,PUBLIC,5,4-ROOM,YES,1,1,3,15.21,0,-29.41980296,8.674077726
10009393,Male,Singapore,Singaporean,34,31 to 35,Marr.,RANK 18,MIDDLE OFFICER,4,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,15.58333333,VOCATION 80,UNIT 35,2,2,3,University,Honours Degree,9,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,21.61,0,-3.237849812,10.92061593
10009399,Male,Singapore,Singaporean,34,31 to 35,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,17.5,VOCATION 12,UNIT 113,2,3,5,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,1,3,10.02,0,-15.32507163,7.965705494
10009400,Male,Singapore,Singaporean,33,31 to 35,Marr.,RANK 18,MIDDLE OFFICER,1,MILITARY REGULARS,SERVICE D,SERVICE D,SAVER-EOS,11.91666667,VOCATION 129,UNIT 250,0,0,0,University,Pass Degree,8,BACHELOR OF ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,YES,5,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,4,5.49,0,16.34528763,12.99634334
10009401,Male,Singapore,Singaporean,30,25 to 30,Single,RANK 39,MIDDLE WOSE,3,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,PP-EWOS,10.83333333,VOCATION 110,UNIT 248,0,0,0,Secondary,GCE 'N' Level,3,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,15.14,0,0,0
10009402,Male,Singapore,Singaporean,29,25 to 30,Single,RANK 12,MIDDLE OFFICER,4,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,SAVER-EOS,10.33333333,VOCATION 262,UNIT 395,0,0,0,University,Honours Degree,9,BACHELOR OF SOCIAL SCIENCE (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,NO,1,HUDC,PUBLIC,6,NONE,NO,0,2,1,15.92,0,0,0
10009403,Male,Singapore,Singaporean,33,31 to 35,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,16.33333333,VOCATION 12,UNIT 113,1,3,3,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,4,5-ROOM,PUBLIC,5,NONE,NO,0,0,3,8.74,0,-22.53199733,11.28257701
10009405,Male,Singapore,Singaporean,31,31 to 35,Single,RANK 4,JUNIOR WOSE,4,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,Premium Plan 1,10.58333333,VOCATION 227,UNIT 349,0,0,0,University,Honours Degree,9,B ENG (HONS) NAVAL ARCHITECTURE (FIRST CLASS HONOURS),NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,YES,5,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,0,2,0,0
10009406,Male,Singapore,Singaporean,34,31 to 35,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,15.33333333,VOCATION 236,UNIT 411,1,3,3,Technical Education,ITC/Higher NITEC,5,ELECTRONICS ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,18.07,0,-21.81653133,8.581995864
10009409,Male,Singapore,Singaporean,34,31 to 35,Marr.,RANK 17,MIDDLE OFFICER,0,MILITARY REGULARS,SERVICE C,SERVICE C,SAVER-EOS,15.41666667,VOCATION 44,UNIT 293,3,1,3,University,Honours Degree,9,BACHELOR OF ARTS (MERIT),NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,1,5-ROOM,PUBLIC,5,NONE,NO,0,2,3,6.56,1,-17.53386454,9.900306614
10009410,Male,Singapore,Singaporean,33,31 to 35,Marr.,RANK 7,MIDDLE WOSE,1,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,12.66666667,VOCATION 264,UNIT 7,0,0,0,Diploma,Diploma,6,DIPLOMA IN BUILDING AND REAL ESTATE MANAGEMENT,NO,NONE,NONE,YES,NO,NO,2,2,1,1,0,YES,YES,NO,2,3-ROOM,PUBLIC,3,2-ROOM,YES,1,2,5,5.84,0,-30.05339598,-20.14386265
10009413,Male,Singapore,Singaporean,30,25 to 30,Single,RANK 21,JUNIOR ME,0,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,MDES,13.33333333,VOCATION 12,UNIT 154,0,0,0,Diploma,Diploma,6,DIPLOMA IN MECHATRONICS ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,NO,NO,1,3-ROOM,PUBLIC,3,NONE,NO,0,1,5,15.92,0,0,0
10009415,Male,Singapore,Singaporean,31,31 to 35,Marr.,RANK 21,JUNIOR ME,2,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,MDES,10.66666667,VOCATION 12,UNIT 113,2,2,4,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009416,Male,Singapore,Singaporean,32,31 to 35,Divorc,RANK 19,JUNIOR ME,1,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,MDES,12.08333333,VOCATION 12,UNIT 17,1,7,7,Diploma,Diploma,6,DIPLOMA IN MECHATRONICS ENGINEERING,NO,NONE,NONE,NO,YES,NO,1,0,0,0,0,YES,YES,NO,2,4-ROOM,PUBLIC,4,NONE,NO,0,1,5,8.04,0,0,0
10009417,Male,Singapore,Singaporean,34,31 to 35,Marr.,RANK 5,MIDDLE WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,15.33333333,VOCATION 284,UNIT 249,1,1,1,Technical Education,NTC2/NITEC,5,NATIONAL ITE CERTIFICATE IN INFO-COMMUNICATIONS TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,3,2,2,1,1,YES,YES,NO,2,4-ROOM,PUBLIC,4,NONE,NO,0,3,4,24.74,0,-29.10005065,-20.95098977
10009418,Male,Singapore,Singaporean,32,31 to 35,Marr.,RANK 18,MIDDLE OFFICER,3,NATIONAL SERVICEMEN,SERVICE D,SERVICE D,SAVER-EOS,6.5,VOCATION 146,UNIT 310,2,3,4,University,Master,10,MASTER OF MEDICINE (PSYCHIATRY),NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,NO,NO,3,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,12.74,0,0,0
10009422,Male,Singapore,Singaporean,34,31 to 35,Single,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,17.5,VOCATION 59,UNIT 304,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009424,Male,Singapore,Singaporean,31,31 to 35,Marr.,RANK 21,JUNIOR ME,0,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,MDES,14.58333333,VOCATION 236,UNIT 326,1,7,7,Diploma,Diploma,6,DIPLOMA IN MECHATRONICS ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,YES,1,EXECUTIVE,PUBLIC,6,5-ROOM,YES,1,2,5,23.62,0,0,0
10009425,Male,Singapore,Singaporean,34,31 to 35,Marr.,RANK 18,MIDDLE OFFICER,4,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,15.58333333,VOCATION 203,UNIT 274,1,0,0,University,Master,10,MASTER OF SCIENCE IN MANAGEMENT WITH DISTINCTION,YES,Master,MASTER OF SCIENCE IN MANAGEMENT WITH DISTINCTION,NO,NO,NO,1,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,25.52,0,3.489722738,10.67959995
10009427,Male,Singapore,Singaporean,30,25 to 30,Marr.,RANK 19,JUNIOR ME,1,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,MDES,8.416666667,VOCATION 12,UNIT 144,0,0,0,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,NO,NO,2,5-ROOM,PUBLIC,5,PRIVATE NON-LANDED,YES,-2,0,5,17.23960153,0,0,0
10009428,Male,Singapore,Singaporean,33,31 to 35,Marr.,RANK 26,SENIOR ME,1,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,15.41666667,VOCATION 15,UNIT 247,0,0,0,University,Pass Degree,8,BACHELOR OF ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,YES,1,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,1,4,10.07,0,-25.13433668,11.34214439
10009430,Male,Singapore,Singaporean,31,31 to 35,Marr.,RANK 39,MIDDLE WOSE,3,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,Premium Plan 2,10.16666667,VOCATION 269,UNIT 144,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC,,,,,,,,,,,,,,,,,,,,,,,,,,,
